0.00	0.1713295476	0.3940575187	0.5000000000	5.1051489321	0.7445207872	4.8364022480	0.5983369690	0.2687466840	0.1461838182	0.000000E+00	0.000000E+00	0.2618702500	0.1381215271	0.000000E+00	0.000000E+00	0.0068764340	0.0080622911	0.000000E+00	0.000000E+00	0.3735447976	5.4194210664	4067.0000000000	0.2071822906	0.0120934367	0.2192757273
0.50	0.1713398276	0.3940567076	0.5000000000	5.1052711403	0.7445100653	4.8365274800	0.5983270709	0.2687436603	0.1461829945	0.000000E+00	0.000000E+00	0.2618673928	0.1381211700	0.000000E+00	0.000000E+00	0.0068762675	0.0080618245	0.000000E+00	0.000000E+00	0.3735726751	5.4192786440	3342.0000000000	0.2071773182	0.0121606092	0.2193379274
1.00	0.1713386975	0.3940545755	0.5000000000	5.1053242799	0.7445099883	4.8365883385	0.5983284325	0.2687359414	0.1461815558	0.000000E+00	0.000000E+00	0.2618596739	0.1381197376	0.000000E+00	0.000000E+00	0.0068762675	0.0080618182	0.000000E+00	0.000000E+00	0.3735895843	5.4192493291	3142.0000000000	0.2071857676	0.0121605084	0.2193462761
1.50	0.1713385201	0.3940522644	0.5000000000	5.1053209790	0.7445082223	4.8365938732	0.5983287504	0.2687271058	0.1461794719	0.000000E+00	0.000000E+00	0.2618508383	0.1381176678	0.000000E+00	0.000000E+00	0.0068762675	0.0080618041	0.000000E+00	0.000000E+00	0.3735998413	5.4192175516	2942.0000000000	0.2071924848	0.0121604039	0.2193528886
2.00	0.1713393421	0.3940500982	0.5000000000	5.1052983509	0.7445051628	4.8366431163	0.5983494676	0.2686552346	0.1461556952	0.000000E+00	0.000000E+00	0.2617790140	0.1380939477	0.000000E+00	0.000000E+00	0.0068762206	0.0080617475	0.000000E+00	0.000000E+00	0.3736060603	5.4191507939	2742.0000000000	0.2071979865	0.0121603449	0.2193583315
2.50	0.1711965606	0.3945044329	0.5000000000	5.1098619336	0.7447863562	4.8380649630	0.5973442129	0.2717969706	0.1474421433	0.000000E+00	0.000000E+00	0.2649209333	0.1393793615	0.000000E+00	0.000000E+00	0.0068760373	0.0080627817	0.000000E+00	0.000000E+00	0.3735764441	5.4252543852	2542.0000000000	0.2053036265	0.0121648918	0.2174685183
3.00	0.1710938903	0.3944102472	0.5000000000	5.1142482505	0.7448299569	4.8426680664	0.5974317408	0.2715801841	0.1473982160	0.000000E+00	0.000000E+00	0.2647043710	0.1393342799	0.000000E+00	0.000000E+00	0.0068758131	0.0080639361	0.000000E+00	0.000000E+00	0.3735568886	5.4237822990	2342.0000000000	0.2069435077	0.0121804583	0.2191239659
3.50	0.1709384820	0.3944315517	0.5000000000	5.1193744111	0.7449732394	4.8476790675	0.5975790660	0.2716953436	0.1473941734	0.000000E+00	0.000000E+00	0.2648197627	0.1393291919	0.000000E+00	0.000000E+00	0.0068755809	0.0080649815	0.000000E+00	0.000000E+00	0.3735507015	5.4238920977	2142.0000000000	0.2066353259	0.0121938820	0.2188292079
4.00	0.1709186728	0.3945155106	0.5000000000	5.1195686282	0.7450398425	4.8475535969	0.5975953877	0.2720150313	0.1474444548	0.000000E+00	0.000000E+00	0.2651568466	0.1393974525	0.000000E+00	0.000000E+00	0.0068581848	0.0080470022	0.000000E+00	0.000000E+00	0.3735487453	5.4113205253	1942.0000000000	0.2062910285	0.0121755382	0.2184665667
4.50	0.1706943830	0.3946224242	0.5000000000	5.1270835632	0.7453515496	4.8545010934	0.5977594692	0.2725824698	0.1475920804	0.000000E+00	0.000000E+00	0.2657323516	0.1395509273	0.000000E+00	0.000000E+00	0.0068501181	0.0080411531	0.000000E+00	0.000000E+00	0.3735481255	5.4064204472	1742.0000000000	0.2059173288	0.0122126228	0.2181299516
5.00	0.1705825677	0.3947032455	0.5000000000	5.1294197594	0.7455538243	4.8559856988	0.5976765819	0.2734340606	0.1478772424	0.000000E+00	0.000000E+00	0.2665823349	0.1398346087	0.000000E+00	0.000000E+00	0.0068517257	0.0080426337	0.000000E+00	0.000000E+00	0.3735479296	5.4087967800	1542.0000000000	0.2057721364	0.0121996967	0.2179718332
5.50	0.1705638594	0.3947680027	0.5000000000	5.1290786020	0.7456524954	4.8701761122	0.6032266594	0.2589024898	0.1424258360	0.000000E+00	0.000000E+00	0.2520435168	0.1343766833	0.000000E+00	0.000000E+00	0.0068589730	0.0080491527	0.000000E+00	0.000000E+00	0.3735478676	5.4154061617	1342.0000000000	0.2056665269	0.0121882234	0.2178547503
6.00	0.1706023676	0.3948124677	0.5000000000	5.1271955765	0.7456750090	4.8686570069	0.6033990235	0.2585385696	0.1422759854	0.000000E+00	0.000000E+00	0.2516679134	0.1342160124	0.000000E+00	0.000000E+00	0.0068706562	0.0080599730	0.000000E+00	0.000000E+00	0.3735478480	5.4252414760	1142.0000000000	0.2056325073	0.0121773183	0.2178098256
6.50	0.1706458035	0.3948480978	0.5000000000	5.1262964758	0.7456942177	4.8662284776	0.6028485441	0.2600679982	0.1428456736	0.000000E+00	0.000000E+00	0.2531756113	0.1347641159	0.000000E+00	0.000000E+00	0.0068923869	0.0080815577	0.000000E+00	0.000000E+00	0.3735478418	5.4428917127	942.0000000000	0.2054995679	0.0121751375	0.2176747055
